name;brand;type;rating_value;rating_count;year;segment;perfumers;families;top_notes;middle_notes;bottom_notes;users_notes;url
Citron du Sud;Guylond;Одеколон;0;;;;[];['citrus'];[];['citruses'];[];[];https://aromo.ru/fragrance/guylond-citron-du-sud-48617/
Damsel Lush;Baug Sons;;0;;;;[];['sweet'];[];['vanil'];[];[];https://aromo.ru/fragrance/baug-sons-damsel-_-lush-51211/
Daphne;Gourielli;Парфюмерная вода;0;;;;[];['floral'];[];['daphne'];[];[];https://aromo.ru/fragrance/gourielli-daphne-51310/
Darkness;CJ Scents;Духи / Экстракт;0;;;;[];['east'];[];['ladan', 'pachuli', 'rose', 'sandal'];[];[];https://aromo.ru/fragrance/c-scents-darkness-51431/
Eau de Cologne d'apres Nature - Lotus Sacre;Claude Galien;Одеколон;0;;;mass-market;[];['floral'];[];['lotos'];[];[];https://aromo.ru/fragrance/claude-galien-eau-de-cologne-d_apres-nature-_-lotus-sacre-53614/
Eau de Cologne d'après Nature - Citronnee;Claude Galien;Одеколон;0;;;mass-market;[];['citrus'];[];['citruses'];[];[];https://aromo.ru/fragrance/claude-galien-eau-de-cologne-d_apr_s-nature-_-citronnee-53623/
Khataam;Ard Al Zaafaran;;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/ard-al-zaafaran-khataam-61961/
Key Lime & Ginger;Charlotte Rhys;Туалетная вода;0;;;premium;[];['citrus', 'spicy'];['citruses', 'cinnamon'];['ekzoticheskije-cvety', 'spices'];['birch', 'musk', 'pachuli', 'vanil'];[];https://aromo.ru/fragrance/charlotte-rhys-key-lime-_-ginger-66504/
Layal;Abdul Samad Al Qurashi;Масляные духи;0;;;;[];['east'];[];['no-info'];[];[];https://aromo.ru/fragrance/abdul-samad-al-qurashi-layal-68101/
Les Lova Girls Pink;Fragrantia Secrets;Парфюмерная вода;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/fragrantia-secrets-les-lova-girls-pink-69216/
Linden Blossom;Pure & Petal;Ароматная дымка;0;;;;[];['fern', 'floral'];[];['linden-blossom', 'pink-grapefruit'];[];[];https://aromo.ru/fragrance/pure--petal-linden-blossom-70022/
Naked Rose;Heretic Parfum;Парфюмерная вода;0;;2020;niche;[];['floral'];[];['rose'];[];[];https://aromo.ru/fragrance/heretic-parfums-naked-rose-perfume-water-eau-de-parfum-2290172/
Sams Al Khaleej;Sarahs Creations;Парфюмерная вода;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/sarahs-creations-sams-al-khaleej-86341/
Sarkany Sexy;Ricky Sarkany;Туалетная вода;0;;2010;;[];['floral', 'east'];['black-currant', 'kokos', 'peach'];['violet'];['cardamom', 'pachuli', 'vanil'];[];https://aromo.ru/fragrance/ricky-sarkany-sarkany-sexy-86637/
Sissinghurst;Anglia Perfumery;Туалетная вода;0;;;;[];['wood'];['citruses'];['spices'];['drevesnyje-noty', 'vanil'];[];https://aromo.ru/fragrance/anglia-perfumery-sissinghurst-88624/
Sumatra;Alchemic Muse;;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/alchemic-muse-sumatra-90533/
Tea Without Sugar;Fridge by yDe;Парфюмерная вода;0;;;;[];['fern', 'citrus'];[];['orange', 'white-tea', 'bergamot', 'vetiver', 'green-tea'];[];[];https://aromo.ru/fragrance/fridge-by-yde-tea-without-sugar-91689/
Romeo y Julieta for Man;Romeo y Julieta Perfumes;;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/romeo-y-julieta-perfumes-romeo-y-julieta-for-man-2332198/
Vanille Botanique;DSH Perfumes;;0;;2012;;[];['east'];['bergamot', 'lemon'];['geliotrop', 'vanil'];['labdanum', 'peruvian-balsam', 'toluansky-balm'];[];https://aromo.ru/fragrance/dsh-perfumes-vanille-botanique-94992/
Whisky;Jimmy Boyd;Туалетная вода;0;;;;[];['fern', 'east'];[];['precious-woods', 'whiskey'];[];[];https://aromo.ru/fragrance/jimmy-boyd-whisky-97033/
White Lilac;DSH Perfumes;;0;;2014;;[];[];[];[];[];[];https://aromo.ru/fragrance/dsh-perfumes-white-lilac-97175/
Wind + Whisper - Bergamot Blanc;Illume;;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/illume-wind-_-whisper-_-bergamot-blanc-97606/
Wasanbon;J-Scent;Парфюмерная вода;0;;2015;;[];['east', 'gourmet'];['abrikos', 'jabloko', 'klubnika'];['benzoin', 'maple', 'peach', 'rose'];['tonka-bean', 'iris', 'kedr', 'vanil'];[];https://aromo.ru/fragrance/j-scent-wasanbon-436003/
Moroccan Mint;Bohdidharma;Духи / Экстракт;0;;;niche;[];['spicy', 'fern'];['artemizija-polyn', 'bergamot', 'chaj', 'bitter-orange'];['cardamom', 'coriander', 'mint', 'pepper', 'perechnaja-mata', 'rose', 'jasmine'];['temnyj-shokolad'];[];https://aromo.ru/fragrance/bohdidharma-moroccan-mint-530525/
Tundra Artica;Saponificio Varesino;;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/saponificio-varesino-tundra-artica-2332738/
Collection No.4;Ne'emah;Парфюмерная вода;0;;2009;niche;[];['green', 'wood'];[];['oud', 'green-notes'];[];[];https://aromo.ru/fragrance/neemah-collection-no_4-572805/
No. 0;SWITCH Perfumes and More;Парфюмерная вода;0;;;;[];['east'];['fruity-notes', 'cognac'];['rose', 'jasmine'];['balsamic-notes', 'powdery-notes'];[];https://aromo.ru/fragrance/switch-perfumes-and-more-no_-0-76936/
Roll-On Perfume No. 14;Melange Perfume;Масляные духи;0;;;natural-perfumes;[];['floral', 'fruit'];[];['chaj', 'cvetok-slivy', 'tabak'];[];[];https://aromo.ru/fragrance/melange-perfume-orange-box-perfumes-_-no_-14-78663/
Potere;Exo;Парфюмерная вода;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/exo-n-potere-82070/
Power;New Brand;Туалетная вода;0;;;;[];['citrus', 'floral'];[];['ambra', 'violet', 'coriander', 'kozha', 'mandarin', 'styrax'];[];[];https://aromo.ru/fragrance/new-brand-power-82189/
Present d'Amour;Delettrez;Духи / Экстракт;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/delettrez-present-d_amour-82343/
Primavera;Tania Bulhões;Одеколон;0;;2010;niche;[];['floral', 'fruit'];['citruses', 'floral-notes'];['list-i-buton-chernoj-smorodiny', 'rose', 'lily'];[];[];https://aromo.ru/fragrance/tania-bulhes-primavera-82468/
Bittersweet;Amberfig;Парфюмерная вода;0;;2017;natural-perfumes;[];['citrus', 'sweet'];['bergamot', 'tea-genmaicha', 'cypress', 'lemon', 'nutmeg'];['belyj-shokolad', 'mirta', 'caraway'];['ambra', 'tonka-bean', 'virginia-cedar'];[];https://aromo.ru/fragrance/amberfig-bittersweet-perfume-water-eau-de-parfum-2000397/
Salem;Sixteen92;Духи / Экстракт;0;;2014;artisanal-perfumery;[];['spicy', 'wood', 'balsamic'];[];['birch', 'smoke', 'cloves', 'kozha', 'ladan', 'humid-leaves'];[];[];https://aromo.ru/fragrance/code-1611-salem/
Talitha;Tiziana Terenzi;Духи / Экстракт;0;;2022;niche;['paolo-terenzi', 'titian-terence'];['spicy', 'wood', 'floral', 'east'];['lemon', 'list-limona', 'pink-grapefruit', 'calabrian-bergamot'];['ilang-ilang', 'cardamom', 'cinnamon', 'kozha', 'nutmeg', 'rose', 'ambergris'];['atlas-cedar', 'guajak', 'musk', 'vetiver'];[];https://aromo.ru/fragrance/tiziana-terenzi-talitha-perfume-extract-parfum-extrait-de-parfum-2412999/
Les Muguets;J. Lamotte;Духи / Экстракт;0;;;;[];['floral'];[];['lily-of-the-valley'];[];[];https://aromo.ru/fragrance/j-lamotte-les-muguets-962277/
Victus;Jafra;Туалетная вода;0;;;;[];['citrus', 'floral'];['orange', 'bergamot', 'lemon', 'mandarin', 'timjan'];['basil', 'bergamot', 'geranium', 'lavender'];['woodyamber', 'musk', 'pachuli', 'sandal'];[];https://aromo.ru/fragrance/code-9667-victus/
Spiritude;Temple Spa;Ароматная дымка;0;;;;[];['citrus', 'spicy'];[];['bergamot', 'ginger', 'mozhzhevelnik-plody'];[];[];https://aromo.ru/fragrance/temple-spa-spiritude-765257/
Bergamot With Lime No47;Priddy Essentials;Парфюмерная вода;0;;;;[];['citrus', 'wood'];['bergamot', 'lime', 'linden-blossom'];['drevesnyje-noty', 'ginger'];['ambra', 'drevesnyje-noty'];[];https://aromo.ru/fragrance/priddy-essentials-no-47-_-bergamot-with-lime-786025/
One Day In Monte Carlo;Reyane Tradition;Парфюмерная вода;0;;;premium;[];['east'];['licorice', 'lemon', 'mandarin'];['apelsinovyj-cvet-flerdoranzh', 'pachuli', 'rose'];['ambra', 'white-musk', 'vanil', 'vetiver'];[];https://aromo.ru/fragrance/reyane-tradition-one-day-in-monte-carlo-792337/
Laurmen Sport Homme;Alain Aregon;Туалетная вода;0;;;;[];['wood'];['orange', 'mandarin', 'morskije-noty'];['kedr', 'pepper'];['ambra', 'musk', 'vetiver'];[];https://aromo.ru/fragrance/alain-aregon-laurmen-sport-homme-805307/
Ocean breeze;Song of India / R-Expo;;0;;;;[];['water'];[];['morskije-noty'];[];[];https://aromo.ru/fragrance/song-of-india-ocean-breeze-813965/
Opium;Song of India / R-Expo;;0;;;;[];['east'];[];['krasniy-mak'];[];[];https://aromo.ru/fragrance/song-of-india-opium-814103/
Ice Silver;Delta Parfum;;0;;;;[];['citrus'];[];['dubovyj-moh', 'red-orange', 'list-fialki'];[];[];https://aromo.ru/fragrance/delta-parfum-ice-silver-829189/
Pharmacia - Miel Ambré;Anthropologie;Парфюмерная вода;0;;2016;mass-market;[];['east'];[];['ambra', 'mod', 'persikovyj-cvet'];[];[];https://aromo.ru/fragrance/anthropologie-pharmacia-_-miel-ambr-904691/
Elegant;Festiva / Фестива;Туалетная вода;0;;;;[];['wood', 'floral'];[];['floral-notes', 'drevesnyje-noty'];[];[];https://aromo.ru/fragrance/festiva-festiva-elegant-848927/
Silver;Momo Design;Парфюмерная вода;0;;2015;;[];['spicy', 'wood'];['grapefruit', 'lemon', 'pink-pepper'];['dagil', 'iris'];['ambra', 'drevesnyje-noty', 'moss'];[];https://aromo.ru/fragrance/momo-design-silver-849387/
No Limits Impuls;Festiva / Фестива;Туалетная вода;0;;;mass-market;[];['citrus', 'spicy', 'wood'];['bergamot'];['cardamom', 'pink-pepper'];['kedr', 'vetiver'];[];https://aromo.ru/fragrance/festiva-festiva-no-limits-impuls-853145/
Сонет для Лауры;Eugena Natural Cosmetics;;0;;;;[];['floral'];[];['geranium', 'rose', 'tuberoza'];[];[];https://aromo.ru/fragrance/eugena-natural-cosmetics-sonet-dlya-laury-868423/
Pier 17 New York - Sport Voyage;Magasalfa;Туалетная вода;0;;;mass-market;[];['fern', 'citrus'];['bergamot', 'lemon'];['citruses', 'lavender'];['kedr', 'musk', 'pachuli'];[];https://aromo.ru/fragrance/magasalfa-sport-voyage-881219/
Cellar Feels;Curio Noir;Духи / Экстракт;0;;2017;;[];['fern', 'wood'];[];['orange', 'atlas-cedar', 'chaj', 'jabloko', 'lavandin', 'mate', 'moss', 'nutmeg', 'vinogradnaja-loza', 'virginia-cedar'];[];[];https://aromo.ru/fragrance/curio-noir-cellar-feels-887793/
Codizia Man;Mercadona;Туалетная вода;0;;2007;;[];['sweet', 'aldehyde'];[];['aldehydes', 'gourmand-notes'];[];[];https://aromo.ru/fragrance/code-1528-codizia-man/
Amethyst Mist;Dolma;Парфюмерная вода;0;;;;[];['spicy', 'aromatic'];['list-fialki', 'mandarin', 'mint'];['geliotrop', 'ilang-ilang', 'ginger'];['precious-woods', 'pachuli', 'vetiver'];[];https://aromo.ru/fragrance/dolma-amethyst-mist-39924/
Amyr;Il Profumiere;;0;;2015;;[];['east'];[];['ambra', 'bergamot', 'nagarmota', 'drevesnyje-noty', 'fruity-notes', 'rose', 'sandal', 'saffron', 'oud'];[];[];https://aromo.ru/fragrance/il-profumiere-amyr-40133/
Anubis;Flaires;Масляные духи;0;;;;[];['floral', 'east'];[];['geranium', 'iris', 'kedr', 'ladan', 'myrrh', 'musk', 'jasmine'];[];[];https://aromo.ru/fragrance/flaires-anubis-40546/
Bats in the Belfry;Deep Midnight Perfumes;;0;;2011;;[];['wood', 'spicy'];[];['drevesnyje-noty', 'galbanum', 'red-pepper', 'pochva'];[];[];https://aromo.ru/fragrance/deep-midnight-perfumes-bats-in-the-belfry-43037/
Dehn Al Oud Singapore;Arabian Oud;Масляные духи;0;;;;[];['wood', 'east'];[];['oud'];[];[];https://aromo.ru/fragrance/arabian-oud-dehn-al-oud-singapore-51716/
Double Cross;West Third Brand;;0;;2014;;[];['floral', 'wood', 'musk'];[];['drevesnyje-noty', 'frezija', 'cashmeran', 'red-orange', 'ladan', 'musk', 'jasmine'];[];[];https://aromo.ru/fragrance/west-third-brand-double-cross-52949/
Dreams on Rocks;Entity;Туалетная вода;0;;;;[];['spicy', 'wood'];['cinnamon', 'peach'];['koren-fialki', 'myrrh'];['drevesnyje-noty', 'vanil'];[];https://aromo.ru/fragrance/entity-dreams-on-rocks-53149/
Eau de Cologne a l'Ancienne - Jasmin;Les Parfums de Grasse;;0;;;;[];['floral'];[];['jasmine'];[];[];https://aromo.ru/fragrance/les-parfums-de-grasse-eau-de-cologne-a-l_ancienne-_-jasmin-53584/
No. 01 Woody Aromatic;Giesso;Туалетная вода;0;;2018;mass-market;[];['wood', 'aromatic'];['pomelo', 'sage'];['cardamom', 'lavender', 'timjan', 'whiskey'];['benzoin', 'tonka-bean', 'kozha'];[];https://aromo.ru/fragrance/giesso-no_-01-woody-aromatic-toilet-water-eau-de-toilette-1388789/
Impresa Belle;X-Bond;Туалетная вода;0;;;;[];['floral', 'wood', 'musk'];[];['citruses', 'pachuli', 'rose', 'vetiver', 'jasmine'];[];[];https://aromo.ru/fragrance/x-bond-impresa-belle-63726/
INR Bloom;Frazer Parfum;;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/frazer-parfum-inr-bloom-64202/
Ishah;Charles of the Ritz;;0;;1960;;[];[];[];[];[];[];https://aromo.ru/fragrance/charles-of-the-ritz-ishah-64628/
Island Girl: Tropique (Madagascar);Opus Oils;;0;;2008;;[];['east'];[];['cocoa', 'coffee', 'kokos', 'vanil'];[];[];https://aromo.ru/fragrance/opus-oils-island-girl_-tropique-_madagascar-64667/
Lavanda Fizz;Esperienze Olfattive;Туалетная вода;0;;2011;;[];['citrus', 'fern'];[];['bergamot', 'lavender', 'neroli', 'pink-grapefruit', 'verbena'];[];[];https://aromo.ru/fragrance/esperienze-olfattive-lavanda-fizz-67892/
Amber;Ragdoll;Масляные духи;0;;;;[];['sweet', 'green', 'fruit'];[];['inzhir', 'vanil', 'green-notes'];[];[];https://aromo.ru/fragrance/ragdoll-amber-perfume-oil-perfume-oil-2289603/
Paraty;L'Eau de Rio;Туалетная вода;0;;2013;;[];['floral'];['lichi'];['magnolija', 'rose', 'jasmine', 'lily'];['ambra', 'white-cedar', 'musk', 'powdery-notes'];[];https://aromo.ru/fragrance/leau-de-rio-l_eau-de-rio-paraty-68622/
Lily Of The Valley;C.O.Bigelow;Масляные духи;0;;;;[];['floral'];[];['white-flowers', 'lily-of-the-valley'];[];[];https://aromo.ru/fragrance/c-o-bigelow-lily-of-the-valley-69905/
Steamworks - Phoenix Steamworks;Black Phoenix Alchemy Lab;;0;;2008;;[];[];[];[];[];[];https://aromo.ru/fragrance/black-phoenix-alchemy-lab-steamworks-_-phoenix-steamworks-90030/
Strenght;Weisswange;Парфюмерная вода;0;;;;[];['fern'];['lavender', 'lemon', 'mint', 'rozmarin'];['cyclamen', 'laurel', 'morskije-noty', 'jasmine'];['ambra', 'tonka-bean', 'kedr', 'pachuli'];[];https://aromo.ru/fragrance/weisswange-strenght-90219/
Sweet Paradise;Natural Scents;Ароматная дымка;0;;2014;natural-perfumes;[];['floral', 'fruit'];[];['ananas', 'violet', 'klubnika', 'mandarin'];[];[];https://aromo.ru/fragrance/natural-scents-sweet-paradise-91063/
Tuvalu;Evora;;0;;;;[];['floral'];[];['floral-notes'];[];[];https://aromo.ru/fragrance/evora-tuvalu-93971/
Vision;Tijon;Парфюмерная вода;0;;;;[];['fern', 'green'];[];['basil', 'bergamot', 'dubovyj-moh', 'lime', 'lavender', 'neroli', 'sandal', 'tabak', 'oud'];[];[];https://aromo.ru/fragrance/tijon-vision-96337/
Troika;Raphael;Туалетная вода;0;;;;[];['citrus'];[];['citruses', 'floral-notes'];[];[];https://aromo.ru/fragrance/raphael-troika-378701/
Ibiza Love;Lanoe;Парфюмерная вода;0;;;niche;[];['floral'];['apelsinovyj-cvet-flerdoranzh', 'cyclamen', 'hyacinth'];['geliotrop', 'raspberry', 'rose'];['musk', 'bourbon-vanilla'];[];https://aromo.ru/fragrance/lanoe-ibiza-love-549293/
Collection No.10;Ne'emah;Парфюмерная вода;0;;2009;niche;[];['wood'];[];['chernosliv', 'oud'];[];[];https://aromo.ru/fragrance/neemah-collection-no_10-572793/
Purotu Rose;Curio Noir;Духи / Экстракт;0;;2017;;[];['musk', 'wood', 'floral'];[];['bitter-orange', 'rose', 'pink-pepper', 'teak-wood', 'caraway', 'vetiver', 'may-rose-rosa-centifolia'];[];[];https://aromo.ru/fragrance/curio-noir-purotu-rose-582297/
Eart Grey Tea;Ravenscourt Apothecary;Масляные духи;0;;2013;;[];['fern'];[];['bergamot', 'eucalyptus', 'kedr', 'clary-sage'];[];[];https://aromo.ru/fragrance/ravenscourt-apothecary-eart-grey-tea-598943/
Forum Rio Man;Tufi Duek;Туалетная вода;0;;2014;;[];['fern'];['orange', 'lemon', 'voda', 'green-notes'];['jabloko', 'pachuli', 'pepper'];['drevesnyje-noty', 'dubovyj-moh'];[];https://aromo.ru/fragrance/tufi-duek-forum-rio-man-617913/
Miss Vietnam Elegance N6;Saigon Cosmetics;Парфюмерная вода;0;;2015;mass-market;[];['wood', 'musk', 'floral'];['bergamot', 'fruity-notes', 'grapefruit'];['violet', 'orchid'];['ambra', 'drevesnyje-noty', 'musk'];[];https://aromo.ru/fragrance/saigon-cosmetics-n_6-75899/
Rubeus;Therapeutate Parfums;Духи / Экстракт;0;;2017;;[];['floral'];[];['benzoin', 'camphor', 'rose'];[];[];https://aromo.ru/fragrance/therapeutate-parfums-rubeus-958179/
No.6 Patchouli Spice;Angela Flanders;;0;;;;[];['spicy', 'wood'];[];['ginger', 'cardamom', 'pachuli'];[];[];https://aromo.ru/fragrance/angela-flanders-no_6-patchouli-spice-77194/
No Compromise;Dr. Spiller;Парфюмерная вода;0;;;;[];['floral'];['fruity-notes'];['violet', 'lily-of-the-valley', 'rose', 'jasmine'];['musk', 'vanil'];[];https://aromo.ru/fragrance/dr-spiller-no-compromise-77238/
Oeillet;Fragrifert Parfumeur;Духи / Экстракт;0;;;natural-perfumes;[];['floral', 'spicy'];[];['gvozdika'];[];[];https://aromo.ru/fragrance/fragrifert-parfumeur-oeillet-78023/
Roll-On Perfume No. 9;Melange Perfume;Масляные духи;0;;;natural-perfumes;[];['floral', 'fruit', 'citrus'];[];['bergamot', 'cassia', 'jasmine'];[];[];https://aromo.ru/fragrance/melange-perfume-orange-box-perfumes-_-no_-9-78665/
Osare;Hilde Soliani;;0;;2015;artisanal-perfumery;[];['green', 'aromatic'];[];['absinthe', 'aromaticheskie-noty'];[];[];https://aromo.ru/fragrance/hilde-soliani-osare-79028/
Pour lui;Lubin;;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/lubin-pour-lui-82148/
Rhythm;Beethoven / L. V. Beethoven;Парфюмерная вода;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/beethoven--l-v-beethoven-rhythm-84345/
Russisch Leder;Farina;Одеколон;0;;;;[];['leather'];[];['no-info'];[];[];https://aromo.ru/fragrance/johann-maria-farina--co-zum-st-pantaleon-russisch-leder-85856/
Sandalwood & Bergamot;St James of London;Одеколон;0;;;;[];['citrus', 'east'];[];['ambra', 'bergamot', 'citruses', 'sandal', 'vanil', 'jasmine'];[];[];https://aromo.ru/fragrance/st-james-of-london-sandalwood-_-bergamot-86426/
Sandalwood Vanilla;Scent by the Sea;Масляные духи;0;;;;[];['wood', 'fern'];[];['drevesnyje-noty', 'musk', 'sandal', 'vanil'];[];[];https://aromo.ru/fragrance/scent-by-the-sea-sandalwood-vanilla-perfume-oil-86465/
Sandalwood Ylang Ylang;Amrita;Масляные духи;0;;;;[];['floral', 'wood'];[];['ilang-ilang', 'jojoba-oil', 'sandal'];[];[];https://aromo.ru/fragrance/amrita-sandalwood-ylang-ylang-86466/
Sarkany The Fragrance;Ricky Sarkany;Туалетная вода;0;;2014;;[];['east', 'gourmet'];['bergamot', 'black-currant', 'jezhevika', 'sliva'];['apelsinovyj-cvet-flerdoranzh', 'artemizija-polyn', 'rose', 'jasmine'];['musk', 'saharnaja-vata', 'resins', 'vanil'];[];https://aromo.ru/fragrance/ricky-sarkany-sarkany-the-fragrance-86639/
Viminalis;Mauro Lorenzi Profumi;Духи / Экстракт;0;;2017;niche;[];['spicy', 'fern'];['artemizija-polyn', 'lemon', 'mozhzhevelnik-plody'];['geranium', 'coriander', 'magnolija', 'salt'];['ambroxan', 'benzoin', 'tonka-bean'];[];https://aromo.ru/fragrance/mauro-lorenzi-profumi-viminalis-perfume-water-eau-de-parfum-1952581/
Seductive;Intelligent Nutrients;Духи / Экстракт;0;;;;[];['east', 'gourmet'];[];['ananas', 'orange', 'cloves', 'jezhevika', 'kokos', 'mango', 'nutmeg', 'vanil'];[];[];https://aromo.ru/fragrance/intelligent-nutrients-seductive-87187/
Silver Fir (Holiday no.8);DSH Perfumes;;0;;;;[];[];[];[];[];[];https://aromo.ru/fragrance/dsh-perfumes-silver-fir-_holiday-no_8-88382/
Snowfall;Teone Reinthal Natural Perfume;;0;;2016;;[];['floral', 'chypre'];[];['hyacinth', 'iris', 'ladan', 'lemon', 'nutmeg', 'tuberoza', 'vetiver', 'jasmine'];[];[];https://aromo.ru/fragrance/teone-reinthal-natural-perfume-snowfall-88893/
Sonata;Dolma;Парфюмерная вода;0;;;;[];['floral', 'citrus'];['ginger', 'lime'];['geranium', 'gvozdika', 'rose'];['white-musk', 'pachuli', 'sandal'];[];https://aromo.ru/fragrance/dolma-sonata-89256/
